Tier,Segment,Institution_Name,Chief Information Security Officer,Head of Governance Risk & Compliance,Chief Financial Officer,Chief Risk Officer,Head of Compliance,Chief Information Officer,Head of Internal Audit
4,Card Schemes,Maybank Singapore Airlines Enrich Card,Devinder Singh (Group CISO) [LinkedIn/The Org] [INHERITED from Maybank Berhad - product brand governance],Mohamed Rezwan Abdullah Ismail (Group CRO) + Inn Yiow (Group CCO) [Group-level: Maybank] [INHERITED from Maybank Berhad - product brand governance],Shafiq Abdul Jabbar [INHERITED from Maybank Berhad - product brand governance],Mohamed Rezwan Abdullah Ismail [INHERITED from Maybank Berhad - product brand governance],Inn Yiow (Group Chief Compliance Officer) [RocketReach/ZoomInfo] [INHERITED from Maybank Berhad - product brand governance],Giorgio Migliarina (Group Chief Technology & Digital Officer) [INHERITED from Maybank Berhad - product brand governance],Azian Ismail (Chief Audit Executive) [TheOrg] [INHERITED from Maybank Berhad - product brand governance]
4,Payment Operators,Me2U (by PayNet),"Meling Mudin (Chief Information Security Officer, PayNet group) [Inherited from PayNet parent per v5.5 leadership-inheritance precedent. Source: Star Cybersecurity Summit 2025 speaker page + LinkedIn + ZoomInfo; conf 95]","Not publicly disclosed on PayNet leadership page [Official: paynet.my/about-us/corporate-profile/leadership.html — as of Jul 2026, conf 40]","Tan Wei Tze (Chief Financial Officer, PayNet) [PayNet leadership - Me2U is a PayNet product, inherited, conf 80 CAVEAT: Me2U not listed on official PayNet 10 named services; may be Maybank2u feature mislabeled.]","Not publicly disclosed on PayNet leadership page [Official: paynet.my/about-us/corporate-profile/leadership.html — as of Jul 2026, conf 40]","Not publicly disclosed on PayNet leadership page [Official: paynet.my/about-us/corporate-profile/leadership.html — as of Jul 2026, conf 40]","Teh Lip Guan (Chief Technology Officer, PayNet) [PayNet leadership - Me2U is a PayNet product, inherited, conf 80 CAVEAT: Me2U not listed on official PayNet 10 named services; may be Maybank2u feature mislabeled.]","Not publicly disclosed on PayNet leadership page [Official: paynet.my/about-us/corporate-profile/leadership.html — as of Jul 2026, conf 40]"
1,Licensed Banks,Mizuho Bank (Malaysia) Berhad,Noorhisham Rusmani,"NOT FOUND [Confirmed Aug 2026 via Mizuho MY Audited Financial Statements FY2025 (146pp) + Pillar 3 Disclosures FY2025 (43pp) + Profile of Directors PDF + Board Committees Composition PDF. CEO: Toshiharu Fujiwara (ED/CEO, CEO since 21 Aug 2023, Board since 23 May 2025). Board: Dato' Dr. Zaha Rina binti Zahari (Chairman/INED), Abdul Khalil bin Abdul Hamid (INED), Lim Kim Seng (INED), Guan Yeow Kwang (NINED). Financial statements mention ""Chief Compliance Officer (CCO)"", ""Chief Internal Auditor (CIA)"", ""Chief Risk Officer (CRO)"" by TITLE ONLY, no names. UNVERIFIED LEAD: Lit Thong (possibly ""Chief Compliance Officer"", RocketReach snippet, conf 35 — could not verify).]","Toshiharu Fujiwara (CEO, also Officer primarily responsible for financial management)|Chief Executive Officer / CFO|95|https://cdn.prod.website-files.com/67cb23eaf0c6c4d4080e059a/68eff8dcf5a47e0f072563ab_audited-financial-statements-for-the-financial-year-ended-31-march-2025.pdf|Mizuho Bank Malaysia FY2025 Annual Report (FYE 31 March 2025): 'I, Toshiharu Fujiwara, the officer primarily responsible for the financial management of Mizuho Bank (Malaysia) Berhad'. CEO also serves as CFO per statutory declaration. U.S. CPA, Waseda University. [Official Annual Report FY2025, conf 95]","Linda Loh|Chief Risk Officer|85|https://rocketreach.co/linda-loh-email_111019846|Chief Risk Officer at Mizuho Bank (Malaysia) Berhad, KL. Previously at Hong Leong Bank. MBA Finance, University of Malaya. [LinkedIn + RocketReach, conf 85]","NOT FOUND [Confirmed Aug 2026 via Mizuho MY Audited Financial Statements FY2025 (146pp) + Pillar 3 Disclosures FY2025 (43pp) + Profile of Directors PDF + Board Committees Composition PDF. CEO: Toshiharu Fujiwara (ED/CEO, CEO since 21 Aug 2023, Board since 23 May 2025). Board: Dato' Dr. Zaha Rina binti Zahari (Chairman/INED), Abdul Khalil bin Abdul Hamid (INED), Lim Kim Seng (INED), Guan Yeow Kwang (NINED). Financial statements mention ""Chief Compliance Officer (CCO)"", ""Chief Internal Auditor (CIA)"", ""Chief Risk Officer (CRO)"" by TITLE ONLY, no names. UNVERIFIED LEAD: Lit Thong (possibly ""Chief Compliance Officer"", RocketReach snippet, conf 35 — could not verify).] UNVERIFIED LEAD: Lit Thong (RocketReach snippet, conf 35, unverified).","NOT FOUND [Confirmed Aug 2026 via Mizuho MY Audited Financial Statements FY2025 (146pp) + Pillar 3 Disclosures FY2025 (43pp) + Profile of Directors PDF + Board Committees Composition PDF. CEO: Toshiharu Fujiwara (ED/CEO, CEO since 21 Aug 2023, Board since 23 May 2025). Board: Dato' Dr. Zaha Rina binti Zahari (Chairman/INED), Abdul Khalil bin Abdul Hamid (INED), Lim Kim Seng (INED), Guan Yeow Kwang (NINED). Financial statements mention ""Chief Compliance Officer (CCO)"", ""Chief Internal Auditor (CIA)"", ""Chief Risk Officer (CRO)"" by TITLE ONLY, no names. UNVERIFIED LEAD: Lit Thong (possibly ""Chief Compliance Officer"", RocketReach snippet, conf 35 — could not verify).]","Lim Kim Seng (Chairman of Board Audit Committee) [Official: Mizuho MY Profile of Directors PDF + Board & Board Committees Composition PDF, conf 80 — board-level oversight. Chief Internal Auditor (CIA) management position referenced in Audited FS but explicitly not named. Lim Kim Seng is qualified CA (ICAS), ex-Group Chief Internal Auditor of Hong Leong Bank (retired 2014).]"
3,MSBs,Money Match Sdn Bhd,,,,,,,
3,MSBs,MoneyMatch Sdn Bhd,"Poorya (Chief Information & Security Officer) [Official: moneymatch.co/about-us, conf 90 - note: first name only displayed]","NOT FOUND [Confirmed via official moneymatch.co/about-us (15 leaders listed: CEO Adrian Yap, Co-Founder Naysan Munusamy, Chairman Azran Osman-Rani, COO Haddy Rohan Zulkifli, CFO Anees Aisyah, CPO Ashdave, CISO Poorya, CTO Jerry Chee, Head of Compliance Thavalogan + 5 others) - no dedicated GRC role. GRC function combined under Head of Compliance (Thavalogan).]","Anees Aisyah (Chief Financial Officer) [Official: moneymatch.co/about-us, conf 92]","NOT FOUND [Confirmed via official moneymatch.co/about-us (15 leaders listed: CEO Adrian Yap, Co-Founder Naysan Munusamy, Chairman Azran Osman-Rani, COO Haddy Rohan Zulkifli, CFO Anees Aisyah, CPO Ashdave, CISO Poorya, CTO Jerry Chee, Head of Compliance Thavalogan + 5 others) - no dedicated CRO role. Risk function distributed across CEO, COO, and Head of Compliance.]","Thavalogan (Head of Compliance) [Official: moneymatch.co/about-us, conf 88 - note: first name only displayed]","Jerry Chee (Chief Technology Officer) [Official: moneymatch.co/about-us, conf 92]","NOT FOUND [Confirmed via official moneymatch.co/about-us (15 leaders listed: CEO Adrian Yap, Co-Founder Naysan Munusamy, Chairman Azran Osman-Rani, COO Haddy Rohan Zulkifli, CFO Anees Aisyah, CPO Ashdave, CISO Poorya, CTO Jerry Chee, Head of Compliance Thavalogan + 5 others) - no dedicated Internal Audit role. As BNM-licensed MSB, IA required but may be outsourced.]"
1,Licensed Banks,OCBC Bank (Malaysia) Berhad,Dominic Yew,Dr Priya Ranjan Sharma (CRO) + Doreen Keng Chun Ching (Compliance) [Group-level: OCBC],Ms Teoh Yin Meng,Dr Priya Ranjan Sharma,Ms Doreen Keng Chun Ching,Mr Hong Hee Loon (Head of Technology),Mr Victor Ong Hock Seng
5,GLC-Linked,PNB Capital Berhad,"Aishah Farha Mohd Raih (PNB Group CISO, inherited) [LinkedIn: my.linkedin.com/in/aishah-farha-mohd-raih-a22034b; conf 85]","Sahlawati Mustafa (Group Head, Compliance & Integrity) [pnb.com.my, HIGH-90] [INHERITED from PNB - product brand governance]","Mohd Irwan Ahmad Mustafa (Group Chief Strategy & Financial Officer) [pnb.com.my, HIGH-90] [INHERITED from PNB - product brand governance]","Mohd Azmir Mohd Jani (Chief Risk Officer) [pnb.com.my, HIGH-90] [INHERITED from PNB - product brand governance]","Sahlawati Mustafa (Group Head, Compliance & Integrity) [pnb.com.my, HIGH-90] [INHERITED from PNB - product brand governance]","Ts Izzat Aziz (Group Chief Technology Officer, PNB Group) [PNB Integrated Report 2024 / pnb.com.my/en/leadership-en, conf 90 - PNB Group CTO, won PIKOM CIO of the Year Award for AI Adoption] [INHERITED from PNB - product brand governance]","Noramly Bachok @ Abdul Aziz (Group Head, Internal Audit) [pnb.com.my, HIGH-90] [INHERITED from PNB - product brand governance]"
5,GLC-Linked,PNB Equity Fund Berhad,"Aishah Farha Mohd Raih (PNB Group CISO, inherited) [LinkedIn: my.linkedin.com/in/aishah-farha-mohd-raih-a22034b; conf 85]","Sahlawati Mustafa (Group Head, Compliance & Integrity) [pnb.com.my, HIGH-90] [INHERITED from PNB - product brand governance]","Mohd Irwan Ahmad Mustafa (Group Chief Strategy & Financial Officer) [pnb.com.my, HIGH-90] [INHERITED from PNB - product brand governance]","Mohd Azmir Mohd Jani (Chief Risk Officer) [pnb.com.my, HIGH-90] [INHERITED from PNB - product brand governance]","Sahlawati Mustafa (Group Head, Compliance & Integrity) [pnb.com.my, HIGH-90] [INHERITED from PNB - product brand governance]","Ts Izzat Aziz (Group Chief Technology Officer, PNB Group) [PNB Integrated Report 2024 / pnb.com.my/en/leadership-en, conf 90 - PNB Group CTO, won PIKOM CIO of the Year Award for AI Adoption] [INHERITED from PNB - product brand governance]","Noramly Bachok @ Abdul Aziz (Group Head, Internal Audit) [pnb.com.my, HIGH-90] [INHERITED from PNB - product brand governance]"
5,GLC-Linked,PNB Income Fund Berhad,"ENTITY LIKELY NON-EXISTENT [No evidence on pnb.com.my or ASNB fund listing (18 unit trust funds, none named ""PNB Income Fund""). PNB Capital and PNB Equity Fund previously confirmed non-existent. Recommend removal or marking as non-existent.]",NOT FOUND [PNB Income Fund Berhad is a PNB subsidiary. No public C-suite leadership data for target roles. Functions likely handled at PNB group level. conf 85],NOT FOUND — PNB Income Fund is a sub-entity of PNB; CFO function likely shared with PNB group finance [conf 90],NOT FOUND — PNB Income Fund is a sub-entity of PNB; CRO function managed at PNB group level [conf 90],NOT FOUND — PNB Income Fund is a sub-entity of PNB; compliance function managed at PNB group level [conf 90],NOT FOUND [PNB Income Fund Berhad is a PNB subsidiary. No public C-suite leadership data for target roles. Functions likely handled at PNB group level. conf 85],NOT FOUND — PNB Income Fund is a sub-entity of PNB; internal audit managed at PNB group level [conf 90]
3,Development FIs,PUNB,"NOT FOUND - Confirmed absence. PUNB organization page (punb.com.my/our-organization) lists Board, CEO (Izwan Zainuddin), 3 GMs, and 3 governance heads. No CISO/Head of Information Security listed. PUNB is a small development FI (Tier 3) with limited IT security function. [Official: punb.com.my/our-organization, conf 90]","Ahmad Faisal Mohd Basir (Head, Company Secretary & Governance) [Official: punb.com.my]","Azman Abdullah (General Manager, Finance & Transformation Division) [Official: punb.com.my]","Mohd Sulaiman Khazali (Head, Internal Audit & Risk Management) [Official: punb.com.my]","Norasyikin Mansor (Head, Legal Affairs) [Official: punb.com.my]","NOT FOUND - Confirmed absence. No CIO/Head of IT listed on PUNB organization page. IT function likely managed under Operations Division (GM: Fauzi Zakaria). [Official: punb.com.my/our-organization, conf 90]","Mohd Sulaiman Khazali (Head, Internal Audit & Risk Management) [Official: punb.com.my]"
4,Payment Operators,PayDirect (by PayNet),"Meling Mudin (Chief Information Security Officer, PayNet group) [Inherited from PayNet parent per v5.5 leadership-inheritance precedent. Source: Star Cybersecurity Summit 2025 speaker page + LinkedIn + ZoomInfo; conf 95]","Not publicly disclosed on PayNet leadership page [Official: paynet.my/about-us/corporate-profile/leadership.html — as of Jul 2026, conf 40]","Tan Wei Tze (Chief Financial Officer, PayNet) [PayNet leadership - PayDirect = PayNet ""DirectDebit"" service, inherited, conf 85]","Not publicly disclosed on PayNet leadership page [Official: paynet.my/about-us/corporate-profile/leadership.html — as of Jul 2026, conf 40]","Not publicly disclosed on PayNet leadership page [Official: paynet.my/about-us/corporate-profile/leadership.html — as of Jul 2026, conf 40]","Teh Lip Guan (Chief Technology Officer, PayNet) [PayNet leadership - PayDirect = PayNet ""DirectDebit"" service, inherited, conf 85]","Not publicly disclosed on PayNet leadership page [Official: paynet.my/about-us/corporate-profile/leadership.html — as of Jul 2026, conf 40]"
4,Payment Operators,PayNet (PayNet Malaysia Sdn Bhd),"Meling Mudin (Chief Information Security Officer, Payments Network Malaysia Sdn. Bhd.) [Source: Star Cybersecurity Summit 2025 speaker page (conference.thestar.com.my/cybersecuritysummit/speaker/meling-mudin, May 2025) + LinkedIn (my.linkedin.com/in/spoonfork) + ZoomInfo + Datanyze; conf 95 — not on official leadership page but confirmed via 5 independent secondary sources including industry conference bio]","Not publicly disclosed on PayNet leadership page [Official: paynet.my/about-us/corporate-profile/leadership.html — as of Jul 2026, conf 40]","Tan Wei Tze (Chief Financial Officer) [Official: paynet.my/about-us/corporate-profile/leadership.html, conf 95] Confirmed Aug 2026 via official PayNet leadership page.]","Not publicly disclosed on PayNet leadership page [Official: paynet.my/about-us/corporate-profile/leadership.html — as of Jul 2026, conf 40]","Not publicly disclosed on PayNet leadership page [Official: paynet.my/about-us/corporate-profile/leadership.html — as of Jul 2026, conf 40]","Teh Lip Guan (Chief Technology Officer) [Official: paynet.my/about-us/corporate-profile/leadership.html, conf 95] Confirmed Aug 2026 via official PayNet leadership page.]","Not publicly disclosed on PayNet leadership page [Official: paynet.my/about-us/corporate-profile/leadership.html — as of Jul 2026, conf 40]"
4,Card Schemes,PayNet Card (by PayNet),"Meling Mudin (Chief Information Security Officer, PayNet group) [Inherited from PayNet parent per v5.5 leadership-inheritance precedent. Source: Star Cybersecurity Summit 2025 speaker page + LinkedIn + ZoomInfo; conf 95]","Not publicly disclosed on PayNet leadership page [Official: paynet.my/about-us/corporate-profile/leadership.html — as of Jul 2026, conf 40]","Tan Wei Tze (Chief Financial Officer, PayNet) [PayNet leadership - PayNet Card = PayNet ""MyDebit"" domestic debit card scheme, inherited, conf 85]","Not publicly disclosed on PayNet leadership page [Official: paynet.my/about-us/corporate-profile/leadership.html — as of Jul 2026, conf 40]","Not publicly disclosed on PayNet leadership page [Official: paynet.my/about-us/corporate-profile/leadership.html — as of Jul 2026, conf 40]","Teh Lip Guan (Chief Technology Officer, PayNet) [PayNet leadership - PayNet Card = PayNet ""MyDebit"" domestic debit card scheme, inherited, conf 85]","Not publicly disclosed on PayNet leadership page [Official: paynet.my/about-us/corporate-profile/leadership.html — as of Jul 2026, conf 40]"
